Bee_ID	location	population	latitude	longitude	collection_date	collection_time	collection_note	feral_nest	publication	wing_image_file	wing_length_cm	est_coverage	A	C	M
AR2006	Argentina	AR20	-30.7633333333333	-59.9988888888889	2018-01-18	13:05	foraging on vegetation	FALSE	This study	RW-F-AR2006-05-30-19.JPG	0.810171412676889	3.35	0.570848083050713	0.140218084079678	0.288933832869608
AR2007	Argentina	AR20	-30.7447222222222	-59.9958333333333	2018-01-18	13:15	foraging on vegetation	FALSE	This study	RW-C-AR2007-01-25-20.JPG	0.797081813046731	8.891	0.661279099159714	0.0326527507267989	0.306068150113487
AR2008	Argentina	AR20	-30.7391666666667	-59.9958333333333	2018-01-18	13:23	foraging on vegetation	FALSE	This study	RW-B-AR2008-05-15-19.JPG	0.856572035996357	4.436	0.621214588422359	0.0349102970611412	0.3438751145165
AR2009	Argentina	AR20	-30.6711111111111	-59.9772222222222	2018-01-18	13:42	foraging on vegetation	FALSE	This study	RW-A-AR_2009-03-14-19.JPG	0.812709273930297	4.375	0.640615963826472	0.0140146626282237	0.345369373545304
AR2012	Argentina	AR20	-30.6708333333333	-59.9741666666667	2018-01-18	13:50	foraging on vegetation	FALSE	This study	RW-Y-AR2012-05-01-19.JPG	0.849942490448686	7.615	0.620512746626172	0.0665141728158678	0.31297308055796
AR2016	Argentina	AR20	-30.6569444444444	-59.9705555555556	2018-01-18	14:09	foraging on vegetation	FALSE	This study	RW-E-AR2016-05-30-19.JPG	0.850088612046364	7.718	0.617873688155151	0.095365733226146	0.286760578618703
AR2019	Argentina	AR20	-30.6472222222222	-59.9652777777778	2018-01-18	14:18	foraging on vegetation	FALSE	This study	LW-Q-AR2019-05-01-19.JPG	0.837154081490752	4.5	0.632940709697332	0.0243147817581222	0.342744508544546
AR2201	Argentina	AR22	-30.3944444444444	-59.9483333333333	2018-01-18	15:21	at entrance of a feral colony in a utility pole	TRUE	This study	LW-C-AR2201-01-25-20.JPG	0.798468238474245	5.957	0.692953034380682	0.00325066550046063	0.303796300118858
AR2202	Argentina	AR22	-30.3927777777778	-59.9469444444444	2018-01-18	15:15	foraging on vegetation	FALSE	This study	RW-T-AR_2202-05-01-19.JPG	0.857034918839274	1.959	0.678517828568738	0.0199780631994994	0.301504108231762
AR2203	Argentina	AR22	-30.3708333333333	-59.9663888888889	2018-01-18	15:25	foraging on vegetation	FALSE	This study	LW-F-AR2203-05-15-19.JPG	0.795595940376449	12.112	0.662064013418755	0.0164052684000494	0.321530718181195
AR2206	Argentina	AR22	-30.3458333333333	-59.9722222222222	2018-01-18	15:43	foraging on vegetation	FALSE	This study	RW-T-AR2206-05-30-19.JPG	0.836444896325399	5.044	0.669756160159932	0.0265974140020068	0.303646425838061
AR2209	Argentina	AR22	-30.3222222222222	-59.9797222222222	2018-01-18	16:15	foraging on vegetation	FALSE	This study	RW-B-AR2209-05-15-19.JPG	0.803909554686911	2.947	0.517690897801438	0.179516517738155	0.302792584460407
AR2212	Argentina	AR22	-30.2802777777778	-59.9769444444444	2018-01-18	16:27	foraging on vegetation	FALSE	This study	RW-H-AR_2212-03-14-19.JPG	0.829106857834394	1.543	0.684125742206276	0.00975766275341712	0.306116595040307
AR2213	Argentina	AR22	-30.2666666666667	-59.9744444444444	2018-01-18	16:39	foraging on vegetation	FALSE	This study	RW-T-AR2213-05-01-19.JPG	0.84430807851888	3.046	0.653607051813881	0.0174941546161139	0.328898793570005
AR2215	Argentina	AR22	-30.2516666666667	-59.9702777777778	2018-01-18	16:58	foraging on vegetation	FALSE	This study	RW-V-AR2215-05-30-19.JPG	0.851277834665949	6.843	0.768906649256418	0.00450839464476877	0.226584956098813
AR2303	Argentina	AR23	-29.9094444444444	-59.8233333333333	2018-01-18	18:21	foraging on vegetation	FALSE	This study	RW-R-AR2303-05-01-19.JPG	0.85173545535965	5.663	0.743557049483543	0.00584389329664556	0.250599057219812
AR2305	Argentina	AR23	-29.9080555555556	-59.825	2018-01-18	18:37	foraging on vegetation	FALSE	This study	LW-B-AR2305-05-30-19.JPG	0.759337939284866	2.028	0.714042938887753	0.0135987509516229	0.272358310160624
AR2302	Argentina	AR23	-29.9075	-59.8311111111111	2018-01-18	18:05	foraging on vegetation	FALSE	This study	RW-X-AR2302-05-01-19.JPG	0.820179668530293	4.677	0.700111238365691	0.00430051758674036	0.295588244047569
AR2311	Argentina	AR23	-29.9069444444444	-59.8325	2018-01-18	19:30	foraging on vegetation	FALSE	This study	RW-A-AR2311-05-15-19.JPG	0.827154202675486	4.158	0.739950472874118	0.00154067786922011	0.258508849256662
AR2313	Argentina	AR23	-29.8919444444444	-59.8222222222222	2018-01-19	7:15	foraging on vegetation	FALSE	This study	RW-G-AR2313-05-30-19.JPG	0.845007537939332	5.413	0.719511405051133	0.0148794371245651	0.265609157824302
AR2314	Argentina	AR23	-29.8905555555556	-59.8225	2018-01-19	7:30	foraging on vegetation	FALSE	This study	RW-A-AR2314-05-30-19.JPG	0.798043283703523	8.399	0.714184847398006	0.0144428060952994	0.271372346506694
AR2315	Argentina	AR23	-29.8838888888889	-59.82	2018-01-19	7:37	foraging on vegetation	FALSE	This study	RW-S-AR2315-05-15-19.JPG	0.843785755770481	7.244	0.677646576880045	0.0200965350392684	0.302256888080686
AR2316	Argentina	AR23	-29.8672222222222	-59.8175	2018-01-19	7:42	foraging on vegetation	FALSE	This study	LW-Q-AR_2316-03-14-19.JPG	0.838718880925176	0.939	0.742025454386141	0.00393546923537583	0.254039076378483
AR2317	Argentina	AR23	-29.8475	-59.8091666666667	2018-01-19	7:54	foraging on vegetation	FALSE	This study	RW-X-AR2317-05-30-19.JPG	0.817239496952439	4.02	0.725305259754952	0.011988308585201	0.262706431659847
AR2502	Argentina	AR25	-29.5894444444444	-59.7711111111111	2018-01-19	8:24	foraging on vegetation	FALSE	This study	LW-R-AR_2502-03-14-19.JPG	NA	4.879	0.690327108318597	0.0782286529047534	0.23144423877665
AR2504	Argentina	AR25	-29.5166666666667	-59.7688888888889	2018-01-19	9:07	foraging on vegetation	FALSE	This study	RW-H-AR2504-05-01-19.JPG	0.839989805465946	6.021	0.734257545199169	0.0170906093357278	0.248651845465103
AR2511	Argentina	AR25	-29.5128	-59.7414	2018-01-19	10:11	foraging on vegetation	FALSE	This study	RW-G-AR2511-05-15-19.JPG	0.843775105736886	4.93	0.753835073247689	9.9999999999e-10	0.246164925752311
AR2512	Argentina	AR25	-29.5044444444444	-59.7447222222222	2018-01-19	11:05	at entrance of a feral colony in a utility pole	TRUE	This study	RW-Z-AR_2512-03-14-19.JPG	0.812177325623604	4.477	0.728099764913454	0.0121447077709366	0.25975552731561
AR2513	Argentina	AR25	-29.4941666666667	-59.7616666666667	2018-01-19	11:36	foraging on vegetation	FALSE	This study	RW-D-AR2513-01-25-20.JPG	0.766320952380952	5.897	0.71166758772691	0.0161274823762011	0.272204929896889
AR2509	Argentina	AR25	-29.4886111111111	-59.7477777777778	2018-01-19	9:46	foraging on vegetation	FALSE	This study	RW-V-AR2509-05-15-19.JPG	0.838810427890718	5.335	0.756915580097368	0.00632262771159996	0.236761792191032
AR2506	Argentina	AR25	-29.4838888888889	-59.7591666666667	2018-01-19	9:25	foraging on vegetation	FALSE	This study	RW-Z-AR2506-05-15-19.JPG	0.83566504178273	4.485	0.743376315558899	0.0111330377920675	0.245490646649034
AR2515	Argentina	AR25	-29.4661111111111	-59.7577777777778	2018-01-19	12:05	foraging on vegetation	FALSE	This study	RW-D-AR2515-05-30-19.JPG	0.809759210526316	5.79	0.677154525311538	0.0313003598505689	0.291545114837893
AR2608	Argentina	AR26	-29.1527777777778	-59.6741666666667	2018-01-19	14:45	foraging on vegetation	FALSE	This study	RW-Z-AR2608-05-30-19.JPG	NA	5.603	0.752969291394868	0.00305146071827285	0.243979247886859
AR2601	Argentina	AR26	-29.1455555555556	-59.6558333333333	2018-01-19	12:45	foraging on vegetation	FALSE	This study	RW-E-AR2601-05-30-19.JPG	0.815858853291069	8.408	0.750846127701605	9.9999999999e-10	0.249153871298395
AR2609	Argentina	AR26	-29.1436111111111	-59.6725	2018-01-19	14:59	foraging on vegetation	FALSE	This study	RW-G-AR2609-05-30-19.JPG	0.855067589913907	2.538	0.365725074762065	0.425249542108864	0.209025383129071
AR2603	Argentina	AR26	-29.1386111111111	-59.6386111111111	2018-01-19	13:20	at entrance of a feral colony in a utility pole	TRUE	This study	RW-E-AR_2603-03-14-19.JPG	0.810464568021079	8.993	0.77162943981019	0.00732722987158422	0.221043330318225
AR2611	Argentina	AR26	-29.1266666666667	-59.6483333333333	2018-01-19	15:43	foraging on vegetation	FALSE	This study	RW-F-AR2611-05-30-19.JPG	0.787240548246101	5.4	0.769249691001483	0.009268131694708	0.221482177303809
AR2613	Argentina	AR26	-29.1133333333333	-59.6361111111111	2018-01-19	16:16	foraging on vegetation	FALSE	This study	RW-F-AR2613-05-01-19.JPG	0.817462509658854	5.067	0.761225972376022	9.9999999999e-10	0.238774026623978
AR2612	Argentina	AR26	-29.1038888888889	-59.6508333333333	2018-01-19	16:01	foraging on vegetation	FALSE	This study	RW-F-AR2612-05-30-19.JPG	0.834595927207482	4.848	0.758106707356371	0.00962318064711391	0.232270111996515
AR2614	Argentina	AR26	-29.0536111111111	-59.6169444444444	2018-01-19	16:30	foraging on vegetation	FALSE	This study	RW-W-AR_2614-03-14-19.JPG	0.88700185713513	1.59	0.337313202411549	0.418234978115328	0.244451819473123
AR2615	Argentina	AR26	-29.0525	-59.6019444444444	2018-01-19	16:37	foraging on vegetation	FALSE	This study	RW-S-AR2615-05-30-19.JPG	0.829284630526711	5.354	0.746104229203744	9.9999999999e-10	0.253895769796256
AR2713	Argentina	AR27	-28.7455555555556	-59.4697222222222	2018-01-20	16:35	foraging on vegetation	FALSE	This study	RW-H-AR2713-05-15-19.JPG	0.83747959462477	4.16	0.744476804960806	9.9999999999e-10	0.255523194039194
AR2711	Argentina	AR27	-28.7388888888889	-59.4580555555556	2018-01-20	16:20	foraging on vegetation	FALSE	This study	LW-B-AR_2711-03-14-19.JPG	0.853876174781248	4.598	0.679416465913737	0.117967197860041	0.202616336226222
AR2714	Argentina	AR27	-28.7291666666667	-59.4780555555556	2018-01-20	16:46	foraging on vegetation	FALSE	This study	RW-A-AR2714-05-30-19.JPG	0.7904896205385	5.821	0.760489321644894	0.0132346901949965	0.22627598816011
AR2716	Argentina	AR27	-28.7266666666667	-59.4777777777778	2018-01-20	16:58	foraging on vegetation	FALSE	This study	RW-D-AR2716-05-30-19.JPG	0.798363373278247	5.192	0.750236647380778	0.00119597183492266	0.248567380784299
AR2701	Argentina	AR27	-28.6408333333333	-59.4236111111111	2018-01-19	17:50	foraging on vegetation	FALSE	This study	RW-U-AR2701-05-15-19.JPG	0.850015602787698	6.74	0.754837603304149	0.00754948158249645	0.237612915113354
AR2703	Argentina	AR27	-28.6077777777778	-59.3988888888889	2018-01-19	18:22	foraging on vegetation	FALSE	This study	RW-E-AR2703-05-01-19.JPG	0.851351512461069	7.432	0.736007918902328	0.0344329981386903	0.229559082958982
AR2704	Argentina	AR27	-28.6077777777778	-59.4055555555556	2018-01-19	19:35	foraging on vegetation	FALSE	This study	RW-T-AR_2704-03-14-19.JPG	0.794088726102591	1.993	0.764610148323235	1e-09	0.235389850676765
AR2706	Argentina	AR27	-28.5625	-59.3613888888889	2018-01-20	15:03	foraging on vegetation	FALSE	This study	RW-T-AR2706-05-15-19.JPG	0.854263398630434	5.322	0.759027564533133	9.9999999999e-10	0.240972434466867
AR2912	Argentina	AR29	-28.4897222222222	-59.3527777777778	2018-01-20	10:23	foraging on vegetation	FALSE	This study	RW-R-AR2912-05-30-19.JPG	0.80519260186344	4.69	0.782830796678653	0.00246011998767086	0.214709083333676
AR2909	Argentina	AR29	-28.4883333333333	-59.3461111111111	2018-01-20	9:56	foraging on vegetation	FALSE	This study	RW-W-AR2909-05-01-19.JPG	0.835476955307263	7.097	0.731497291247653	0.0422125393612299	0.226290169391117
AR2907	Argentina	AR29	-28.355	-59.2616666666667	2018-01-20	8:51	foraging on vegetation	FALSE	This study	RW-Y-AR2907-05-15-19.JPG	0.809570672135964	4.019	0.785336045115776	2.55202736625655e-06	0.214661402856858
AR2915	Argentina	AR29	-28.3533333333333	-59.2613888888889	2018-01-20	13:00	foraging on vegetation	FALSE	This study	LW-U-AR2915-05-30-19.JPG	0.80665926964376	8.841	0.766306347997511	1e-09	0.233693651002489
AR2905	Argentina	AR29	-28.3477777777778	-59.2594444444444	2018-01-20	8:10	foraging on vegetation	FALSE	This study	RW-Q-AR2905-05-30-19.JPG	0.816082651815082	3.315	0.744037152003263	0.0175675312397431	0.238395316756994
AR2913	Argentina	AR29	-28.3455555555556	-59.2625	2018-01-20	11:47	at entrance of a feral colony in a tree cavity	TRUE	This study	RW-G-AR_2913-03-14-19.JPG	0.832580272522367	1.052	0.757481666060525	0.0364622973474245	0.206056036592051
AR2901	Argentina	AR29	-28.3405555555556	-59.2055555555556	2018-01-20	6:40	foraging on vegetation	FALSE	This study	RW-B-AR2901-05-15-19.JPG	0.785468036042892	4.061	0.77561979315461	0.00553856507371258	0.218841641771678
AR2903	Argentina	AR29	-28.3388888888889	-59.2630555555556	2018-01-20	7:42	foraging on vegetation	FALSE	This study	RW-G-AR2903-05-15-19.JPG	0.818678875374414	5.502	0.759846273615855	9.9999999999e-10	0.240153725384145
AR2904	Argentina	AR29	-28.3291666666667	-59.2633333333333	2018-01-20	7:52	foraging on vegetation	FALSE	This study	LW-C-AR2904-01-25-20.JPG	0.798254856108432	3.56	0.790548980108829	9.9999999998e-10	0.209451018891171
CA0124	California	CA01	32.7152777777778	-116.982222222222	2018-08-04	17:12	foraging on vegetation	FALSE	This study	RW-C-CA_0124-02-15-19.JPG	0.787734266754175	3.935	0.362585084840821	0.42728186517648	0.210133049982699
CA0121	California	CA01	32.745	-117.0575	2018-08-04	16:29	foraging on vegetation	FALSE	This study	RW-A-CA_0121-02-15-19.JPG	0.767946373676572	7.605	0.368511934244827	0.40026096212537	0.231227103629803
CA0112	California	CA01	32.7613888888889	-116.9175	2018-06-17	12:57	foraging on vegetation	FALSE	This study	RW-Z-CA_0112-03-14-19.JPG	0.906423635061605	5.835	0.353693491469735	0.441260347229251	0.205046161301014
CA0126	California	CA01	32.7805555555556	-116.873333333333	2018-08-04	17:59	foraging on vegetation	FALSE	This study	LW-X-CA_0126-02-15-19.JPG	0.861622430157856	5.382	0.373779187180934	0.405544187500879	0.220676625318187
CA0108	California	CA01	32.7911111111111	-116.926944444444	2018-06-17	12:30	foraging on vegetation	FALSE	This study	RW-S-CA0108-05-01-19.JPG	0.842510829665089	4.131	0.390642466331574	0.382754718231678	0.226602815436748
CA0119	California	CA01	32.7966666666667	-117.094444444444	2018-08-04	15:48	foraging on vegetation	FALSE	This study	LW-H-CA_0119-02-15-19.JPG	NA	4.75	0.315645244017205	0.465924274264157	0.218430481718638
CA0102	California	CA01	32.8141666666667	-116.949722222222	2018-06-17	11:45	foraging on vegetation	FALSE	This study	RW-D-CA_0102-01-22-19.JPG	0.853243119441699	1.772	0.302552358067618	0.478382704553739	0.219064937378643
CA0128	California	CA01	32.8222222222222	-116.831944444444	2018-08-04	18:14	foraging on vegetation	FALSE	This study	RW-S-CA_0128-02-15-19.JPG	0.844275985213915	5.466	0.187505745052365	0.640236531840199	0.172257723107436
CA0201	California	CA02	33.0681714	-117.0668531	2018-06-17	14:10	foraging on vegetation	FALSE	This study	LW-C-CA_0201-11-28-18.JPG	0.829677076369782	3.232	0.299459761180434	0.559593509249857	0.140946729569709
CA0230	California	CA02	33.1072222222222	-117.166111111111	2018-08-04	12:30	foraging on vegetation	FALSE	This study	RW-W-CA0230-05-30-19.JPG	0.860098845550177	5.899	0.162749652270261	0.672235774375723	0.165014573354016
CA0205	California	CA02	33.1083333333333	-117.062222222222	2018-06-17	14:45	foraging on vegetation	FALSE	This study	RW-B-CA_0205-01-22-19.JPG	0.804888037952193	3.385	0.367901914681873	0.453314667437087	0.17878341788104
CA0227	California	CA02	33.1308333333333	-117.122777777778	2018-08-04	12:02	foraging on vegetation	FALSE	This study	RW-Q-CA0227-05-30-19.JPG	0.870339984728406	10.743	0.372762809915595	0.426519115465465	0.20071807461894
CA0217	California	CA02	33.1472222222222	-117.080555555556	2018-06-17	16:33	foraging on vegetation	FALSE	This study	RW-A-CA_0217-02-15-19.JPG	0.842701577727727	4.742	0.375219389094408	0.444163123474974	0.180617487430617
CA0226	California	CA02	33.1652777777778	-117.014722222222	2018-08-04	11:33	foraging on vegetation	FALSE	This study	LW-C-CA0226-01-25-20.JPG	0.814035391807942	4.963	0.279590170957835	0.540017253116682	0.180392575925483
CA0225	California	CA02	33.1819444444444	-116.971944444444	2018-08-04	11:27	foraging on vegetation	FALSE	This study	LW-C-CA0225-01-25-20.JPG	0.834190694033646	5.957	0.371176374150474	0.420935539627704	0.207888086221821
CA0222	California	CA02	33.2452777777778	-117.054166666667	2018-08-04	11:00	foraging on vegetation	FALSE	This study	RW-U-CA_0222-02-15-19.JPG	0.846695598721765	4.799	0.357933903747115	0.445767979992849	0.196298116260036
CA0220	California	CA02	33.2511111111111	-117.130555555556	2018-08-04	10:41	foraging on vegetation	FALSE	This study	LW-B-CA_0220-02-15-19.JPG	0.835104512783626	5.634	0.421701095063283	0.40045266703681	0.177846237899907
CA0330	California	CA03	33.4463888888889	-117.250277777778	2018-08-04	9:59	foraging on vegetation	FALSE	This study	LW-F-CA0330-05-01-19.JPG	0.860595689808294	7.813	0.392143737491477	0.440537384952526	0.167318877555996
CA0303	California	CA03	33.4502777777778	-117.130555555556	2018-06-17	17:30	foraging on vegetation	FALSE	This study	RW-H-CA_0303-01-22-19.JPG	0.856304952067616	4.879	0.394176868874732	0.450516452100474	0.155306679024794
CA0306	California	CA03	33.47	-117.094722222222	2018-06-17	18:12	foraging on vegetation	FALSE	This study	LW-S-CA0306-05-30-19.JPG	0.841524271324139	4.362	0.358192632141283	0.469663413214448	0.172143954644269
CA0308	California	CA03	33.4961111111111	-117.076666666667	2018-06-17	18:39	foraging on vegetation	FALSE	This study	RW-F-CA_0308-01-22-19.JPG	0.849419020448804	3.056	0.394084735661907	0.371000645708052	0.234914618630041
CA0329	California	CA03	33.5097222222222	-117.228333333333	2018-08-04	9:50	foraging on vegetation	FALSE	This study	LW-C-CA0329-01-25-20.JPG	0.782686805509349	5.515	0.119057403213054	0.68992039241036	0.191022204376586
CA0317	California	CA03	33.5216666666667	-117.151388888889	2018-06-18	7:20	foraging on vegetation	FALSE	This study	RW-C-CA_0317-02-15-19.JPG	0.803420138027909	4.699	0.227880350999586	0.612555568179561	0.159564080820853
CA0325	California	CA03	33.5530555555556	-117.131944444444	2018-08-04	9:00	foraging on vegetation	FALSE	This study	RW-Z-CA_0325-02-15-19.JPG	0.888680087532282	3.872	0.430711659732294	0.417515098835319	0.151773241432387
CA0321	California	CA03	33.5897222222222	-117.211666666667	2018-08-04	8:00	foraging on vegetation	FALSE	This study	RW-C-CA0321-01-25-20.JPG	0.823815233467649	8.512	0.440861450217903	0.402221845497568	0.156916704284529
CA0403	California	CA04	33.7783333333333	-117.486944444444	2018-06-18	8:45	foraging on vegetation	FALSE	This study	RW-X-CA_0403-01-22-19.JPG	0.869154644479689	4.662	0.434228150354342	0.374109421016218	0.19166242862944
CA0401	California	CA04	33.80647	-117.505425	2018-06-18	8:30	foraging on vegetation	FALSE	This study	RW-C-CA_0401-01-22-19.JPG	0.880283221631942	5.082	0.416128169034354	0.427726596353985	0.156145234611661
CA0411	California	CA04	33.8180555555556	-117.423888888889	2018-06-18	10:10	foraging on vegetation	FALSE	This study	RW-Z-CA_0411-01-22-19.JPG	0.842101950422949	5.161	0.399884337605059	0.439746293671634	0.160369368723307
CA0412	California	CA04	33.8394444444444	-117.369166666667	2018-06-18	10:20	foraging on vegetation	FALSE	This study	RW-U-CA_0412-02-15-19.JPG	0.834355082222553	3.369	0.370135413814825	0.489335066182116	0.140529520003059
CA0416	California	CA04	33.845	-117.535833333333	2018-06-18	10:55	foraging on vegetation	FALSE	This study	LW-X-CA0416-05-30-19.JPG	0.850790306317583	6.532	0.354764473454191	0.46355151421259	0.181684012333219
CA0413	California	CA04	33.8552777777778	-117.408055555556	2018-06-18	10:27	foraging on vegetation	FALSE	This study	LW-C-CA0413-01-25-20.JPG	0.838181658892967	3.591	0.143247334482224	0.709818914061252	0.146933751456524
CA0427	California	CA04	33.9447222222222	-117.496944444444	2018-08-05	10:08	foraging on vegetation	FALSE	This study	RW-X-CA_0427-02-15-19.JPG	0.820448883126378	4.806	0.389924965854592	0.436355630318177	0.173719403827231
CA0423	California	CA04	33.9483333333333	-117.398333333333	2018-08-05	9:27	foraging on vegetation	FALSE	This study	LW-T-CA_0423-02-15-19.JPG	0.865259348443516	1.932	0.382060738806916	0.453620056150869	0.164319205042215
CA0502	California	CA05	34.0744444444444	-117.872777777778	2018-06-18	12:20	foraging on vegetation	FALSE	This study	RW-D-CA_0502-11-28-18.JPG	0.784798959332904	4.31	0.382934388842035	0.448387905997014	0.168677705160951
CA0505	California	CA05	34.0791666666667	-117.923055555556	2018-06-18	12:40	foraging on vegetation	FALSE	This study	RW-A-CA_0505-01-22-19.JPG	0.875077527575772	4.288	0.369717984880928	0.471493984820762	0.15878803029831
CA0527	California	CA05	34.0972222222222	-118.105833333333	2018-08-05	13:21	foraging on vegetation	FALSE	This study	RW-Y-CA_0527-02-15-19.JPG	0.8896617310514	7.481	0.39029481568271	0.435907941651418	0.173797242665872
CA0509	California	CA05	34.1225	-118.005555555556	2018-06-18	13:30	foraging on vegetation	FALSE	This study	LW-B-CA0509-05-30-19.JPG	0.86532929069406	3.32	0.432963450524225	0.424936921069523	0.142099628406251
CA0522	California	CA05	34.1266666666667	-117.863333333333	2018-08-05	11:24	foraging on vegetation	FALSE	This study	LW-C-CA0522-011-25-20.JPG	0.817294241804882	5.066	0.280763014515041	0.531767189369396	0.187469796115563
CA0524	California	CA05	34.1452777777778	-117.895833333333	2018-08-05	11:50	foraging on vegetation	FALSE	This study	LW-C-CA0524-01-25-20.JPG	0.800504377109508	4.426	0.39768246298867	0.428356467920039	0.173961069091291
CA0519	California	CA05	34.1469444444444	-118.130833333333	2018-06-18	15:30	foraging on vegetation	FALSE	This study	RW-C-CA_0519-02-15-19.JPG	0.793513663673537	4.913	0.390972991527036	0.448898809757623	0.160128198715341
